PRN;Time_UTC;Azimuth;Elevation;MP_C1C;MP_C1P;MP_C2C;MP_C2P;SNR_S1C;SNR_S1P;SNR_S2C;SNR_S2P
R23;2022-01-01 20:10:00;227.16;57.79;nan;nan;nan;nan;50.2;48.8;nan;nan
R23;2022-01-01 20:10:30;227.33;58.07;nan;nan;nan;nan;50.0;48.5;nan;nan
R23;2022-01-01 20:11:00;227.49;58.35;nan;nan;nan;nan;50.7;49.3;nan;nan
R23;2022-01-01 20:11:30;227.66;58.63;nan;nan;nan;nan;50.5;49.3;nan;nan
R23;2022-01-01 20:12:00;227.83;58.91;nan;nan;nan;nan;50.0;48.9;nan;nan
R23;2022-01-01 20:12:30;228.00;59.19;nan;nan;nan;nan;49.9;48.7;nan;nan
R23;2022-01-01 20:13:00;228.17;59.47;nan;nan;nan;nan;49.9;48.5;nan;nan
R23;2022-01-01 20:13:30;228.34;59.75;nan;nan;nan;nan;49.7;48.5;nan;nan
R23;2022-01-01 20:14:00;228.51;60.03;nan;nan;nan;nan;49.0;48.2;nan;nan
R23;2022-01-01 20:14:30;228.68;60.31;nan;nan;nan;nan;50.0;48.9;nan;nan
R23;2022-01-01 20:15:00;228.86;60.59;nan;nan;nan;nan;49.7;48.2;nan;nan
R23;2022-01-01 20:15:30;229.03;60.87;nan;nan;nan;nan;49.9;48.5;nan;nan
R23;2022-01-01 20:16:00;229.21;61.15;nan;nan;nan;nan;49.9;48.8;nan;nan
R23;2022-01-01 20:16:30;229.39;61.43;nan;nan;nan;nan;50.0;48.9;nan;nan
R23;2022-01-01 20:17:00;229.57;61.71;nan;nan;nan;nan;50.1;47.9;nan;nan
R23;2022-01-01 20:17:30;229.75;61.99;nan;nan;nan;nan;50.1;48.8;nan;nan
R23;2022-01-01 20:18:00;229.94;62.27;nan;nan;nan;nan;50.6;49.6;nan;nan
R23;2022-01-01 20:18:30;230.12;62.55;nan;nan;nan;nan;50.9;48.8;nan;nan
R23;2022-01-01 20:19:00;230.31;62.83;nan;nan;nan;nan;50.8;49.3;nan;nan
R23;2022-01-01 20:19:30;230.50;63.11;nan;nan;nan;nan;50.6;49.7;nan;nan
R23;2022-01-01 20:20:00;230.69;63.39;nan;nan;nan;nan;50.3;49.0;nan;nan
R23;2022-01-01 20:20:30;230.88;63.67;nan;nan;nan;nan;50.3;49.5;nan;nan
R23;2022-01-01 20:21:00;231.08;63.95;nan;nan;nan;nan;50.3;49.6;nan;nan
R23;2022-01-01 20:21:30;231.27;64.23;nan;nan;nan;nan;50.9;49.8;nan;nan
R23;2022-01-01 20:22:00;231.47;64.51;nan;nan;nan;nan;50.8;49.1;nan;nan
R23;2022-01-01 20:22:30;231.67;64.80;nan;nan;nan;nan;50.8;49.3;nan;nan
R23;2022-01-01 20:23:00;231.87;65.08;nan;nan;nan;nan;50.2;49.0;nan;nan
R23;2022-01-01 20:23:30;232.08;65.36;nan;nan;nan;nan;50.2;49.0;nan;nan
R23;2022-01-01 20:24:00;232.28;65.64;nan;nan;nan;nan;50.5;49.1;nan;nan
R23;2022-01-01 20:24:30;232.49;65.92;nan;nan;nan;nan;51.2;49.1;nan;nan
R23;2022-01-01 20:25:00;232.70;66.20;nan;nan;nan;nan;50.1;48.6;nan;nan
R23;2022-01-01 20:25:30;232.92;66.48;nan;nan;nan;nan;50.4;49.3;nan;nan
R23;2022-01-01 20:26:00;233.13;66.76;nan;nan;nan;nan;50.1;48.2;nan;nan
R23;2022-01-01 20:26:30;233.35;67.04;nan;nan;nan;nan;49.3;48.9;nan;nan
R23;2022-01-01 20:27:00;233.57;67.32;nan;nan;nan;nan;49.0;48.7;nan;nan
R23;2022-01-01 20:27:30;233.80;67.60;nan;nan;nan;nan;49.6;48.6;nan;nan
R23;2022-01-01 20:28:00;234.03;67.88;nan;nan;nan;nan;50.0;48.4;nan;nan
R23;2022-01-01 20:28:30;234.26;68.16;nan;nan;nan;nan;49.2;47.8;nan;nan
R23;2022-01-01 20:29:00;234.49;68.44;nan;nan;nan;nan;48.9;47.9;nan;nan
R23;2022-01-01 20:29:30;234.73;68.73;nan;nan;nan;nan;48.8;47.6;nan;nan
R23;2022-01-01 20:30:00;234.97;69.01;nan;nan;nan;nan;49.0;47.5;nan;nan
R23;2022-01-01 20:30:30;235.21;69.29;nan;nan;nan;nan;48.3;47.6;nan;nan
R23;2022-01-01 20:31:00;235.46;69.57;nan;nan;nan;nan;47.9;47.0;nan;nan
R23;2022-01-01 20:31:30;235.71;69.85;nan;nan;nan;nan;47.6;47.2;nan;nan
R23;2022-01-01 20:32:00;235.96;70.13;nan;nan;nan;nan;48.3;47.2;nan;nan
R23;2022-01-01 20:32:30;236.22;70.41;nan;nan;nan;nan;48.0;47.3;nan;nan
R23;2022-01-01 20:33:00;236.48;70.69;nan;nan;nan;nan;47.4;46.4;nan;nan
R23;2022-01-01 20:33:30;236.75;70.97;nan;nan;nan;nan;47.6;46.5;nan;nan
R23;2022-01-01 20:34:00;237.02;71.25;nan;nan;nan;nan;48.0;46.6;nan;nan
R23;2022-01-01 20:34:30;237.30;71.53;nan;nan;nan;nan;48.3;47.2;nan;nan
R23;2022-01-01 20:35:00;237.58;71.81;nan;nan;nan;nan;47.6;46.7;nan;nan
R23;2022-01-01 20:35:30;237.87;72.09;nan;nan;nan;nan;47.8;45.9;nan;nan
R23;2022-01-01 20:36:00;238.16;72.37;nan;nan;nan;nan;47.5;46.6;nan;nan
R23;2022-01-01 20:36:30;238.46;72.65;nan;nan;nan;nan;47.3;46.3;nan;nan
R23;2022-01-01 20:37:00;238.76;72.92;nan;nan;nan;nan;47.8;46.5;nan;nan
R23;2022-01-01 20:37:30;239.07;73.20;nan;nan;nan;nan;47.4;46.5;nan;nan
R23;2022-01-01 20:38:00;239.39;73.48;nan;nan;nan;nan;47.3;46.4;nan;nan
R23;2022-01-01 20:38:30;239.72;73.76;nan;nan;nan;nan;47.6;46.6;nan;nan
R23;2022-01-01 20:39:00;240.05;74.04;nan;nan;nan;nan;48.3;46.8;nan;nan
R23;2022-01-01 20:39:30;240.39;74.32;nan;nan;nan;nan;47.6;46.5;nan;nan
R23;2022-01-01 20:40:00;240.73;74.60;nan;nan;nan;nan;47.3;45.7;nan;nan
R23;2022-01-01 20:40:30;241.09;74.87;nan;nan;nan;nan;47.6;46.4;nan;nan
R23;2022-01-01 20:41:00;241.45;75.15;nan;nan;nan;nan;47.9;47.2;nan;nan
R23;2022-01-01 20:41:30;241.83;75.43;nan;nan;nan;nan;48.4;47.0;nan;nan
R23;2022-01-01 20:42:00;242.21;75.70;nan;nan;nan;nan;48.6;46.8;nan;nan
R23;2022-01-01 20:42:30;242.60;75.98;nan;nan;nan;nan;48.9;47.2;nan;nan
R23;2022-01-01 20:43:00;243.01;76.26;nan;nan;nan;nan;49.3;47.5;nan;nan
R23;2022-01-01 20:43:30;243.43;76.53;nan;nan;nan;nan;48.9;47.9;nan;nan
R23;2022-01-01 20:44:00;243.85;76.81;nan;nan;nan;nan;49.5;47.3;nan;nan
R23;2022-01-01 20:44:30;244.30;77.08;nan;nan;nan;nan;49.2;47.5;nan;nan
R23;2022-01-01 20:45:00;244.75;77.36;nan;nan;nan;nan;49.5;48.4;nan;nan
R23;2022-01-01 20:45:30;245.23;77.63;nan;nan;nan;nan;50.0;49.1;nan;nan
R23;2022-01-01 20:46:00;245.71;77.91;nan;nan;nan;nan;49.9;47.8;nan;nan
R23;2022-01-01 20:46:30;246.22;78.18;nan;nan;nan;nan;49.9;48.2;nan;nan
R23;2022-01-01 20:47:00;246.74;78.45;nan;nan;nan;nan;49.6;48.1;nan;nan
R23;2022-01-01 20:47:30;247.28;78.72;nan;nan;nan;nan;49.9;48.4;nan;nan
R23;2022-01-01 20:48:00;247.85;79.00;nan;nan;nan;nan;50.5;48.4;nan;nan
R23;2022-01-01 20:48:30;248.43;79.27;nan;nan;nan;nan;50.2;48.7;nan;nan
R23;2022-01-01 20:49:00;249.04;79.54;nan;nan;nan;nan;49.3;48.7;nan;nan
R23;2022-01-01 20:49:30;249.67;79.81;nan;nan;nan;nan;49.8;49.1;nan;nan
R23;2022-01-01 20:50:00;250.34;80.07;nan;nan;nan;nan;50.0;48.7;nan;nan
R23;2022-01-01 20:50:30;251.03;80.34;nan;nan;nan;nan;49.8;48.1;nan;nan
R23;2022-01-01 20:51:00;251.76;80.61;nan;nan;nan;nan;49.3;47.9;nan;nan
R23;2022-01-01 20:51:30;252.52;80.87;nan;nan;nan;nan;48.6;47.5;nan;nan
R23;2022-01-01 20:52:00;253.31;81.14;nan;nan;nan;nan;49.2;47.8;nan;nan
R23;2022-01-01 20:52:30;254.15;81.40;nan;nan;nan;nan;49.2;47.7;nan;nan
R23;2022-01-01 20:53:00;255.04;81.66;nan;nan;nan;nan;48.4;47.3;nan;nan
R23;2022-01-01 20:53:30;255.97;81.92;nan;nan;nan;nan;48.1;47.1;nan;nan
R23;2022-01-01 20:54:00;256.96;82.18;nan;nan;nan;nan;48.6;46.3;nan;nan
R23;2022-01-01 20:54:30;258.00;82.43;nan;nan;nan;nan;47.6;46.7;nan;nan
R23;2022-01-01 20:55:00;259.11;82.69;nan;nan;nan;nan;47.3;46.0;nan;nan
R23;2022-01-01 20:55:30;260.29;82.94;nan;nan;nan;nan;47.2;46.4;nan;nan
R23;2022-01-01 20:56:00;261.54;83.19;nan;nan;nan;nan;47.5;45.2;nan;nan
R23;2022-01-01 20:56:30;262.89;83.43;nan;nan;nan;nan;46.0;45.3;nan;nan
R23;2022-01-01 20:57:00;264.32;83.67;nan;nan;nan;nan;46.3;44.3;nan;nan
R23;2022-01-01 20:57:30;265.86;83.91;nan;nan;nan;nan;45.8;45.3;nan;nan
R23;2022-01-01 20:58:00;267.51;84.15;nan;nan;nan;nan;45.1;44.6;nan;nan
R23;2022-01-01 20:58:30;269.29;84.38;nan;nan;nan;nan;45.5;43.8;nan;nan
R23;2022-01-01 20:59:00;271.21;84.60;nan;nan;nan;nan;45.1;43.9;nan;nan
R23;2022-01-01 20:59:30;273.28;84.82;nan;nan;nan;nan;45.3;43.3;nan;nan
R23;2022-01-01 21:00:00;275.52;85.03;nan;nan;nan;nan;44.7;43.0;nan;nan
R23;2022-01-01 21:00:30;277.94;85.24;nan;nan;nan;nan;44.8;43.2;nan;nan
R23;2022-01-01 21:01:00;280.57;85.44;nan;nan;nan;nan;43.8;42.5;nan;nan
R23;2022-01-01 21:01:30;283.41;85.62;nan;nan;nan;nan;43.1;42.2;nan;nan
R23;2022-01-01 21:02:00;286.49;85.80;nan;nan;nan;nan;43.3;42.4;nan;nan
R23;2022-01-01 21:02:30;289.83;85.96;nan;nan;nan;nan;42.9;41.9;nan;nan
R23;2022-01-01 21:03:00;293.42;86.12;nan;nan;nan;nan;43.3;42.5;nan;nan
R23;2022-01-01 21:03:30;297.27;86.25;nan;nan;nan;nan;43.8;42.6;nan;nan
R23;2022-01-01 21:04:00;301.38;86.37;nan;nan;nan;nan;43.6;42.7;nan;nan
R23;2022-01-01 21:04:30;305.74;86.47;nan;nan;nan;nan;43.6;42.5;nan;nan
R23;2022-01-01 21:05:00;310.32;86.55;nan;nan;nan;nan;43.5;42.8;nan;nan
R23;2022-01-01 21:05:30;315.07;86.61;nan;nan;nan;nan;43.6;42.6;nan;nan
R23;2022-01-01 21:06:00;319.96;86.64;nan;nan;nan;nan;43.9;43.0;nan;nan
R23;2022-01-01 21:06:30;324.90;86.65;nan;nan;nan;nan;44.0;42.5;nan;nan
R23;2022-01-01 21:07:00;329.84;86.64;nan;nan;nan;nan;44.0;43.3;nan;nan
R23;2022-01-01 21:07:30;334.72;86.60;nan;nan;nan;nan;44.5;43.0;nan;nan
R23;2022-01-01 21:08:00;339.46;86.55;nan;nan;nan;nan;44.6;43.7;nan;nan
R23;2022-01-01 21:08:30;344.02;86.47;nan;nan;nan;nan;44.5;43.0;nan;nan
R23;2022-01-01 21:09:00;348.35;86.37;nan;nan;nan;nan;45.1;43.7;nan;nan
R23;2022-01-01 21:09:30;352.44;86.25;nan;nan;nan;nan;45.0;44.1;nan;nan
R23;2022-01-01 21:10:00;356.27;86.11;nan;nan;nan;nan;45.4;43.7;nan;nan
R23;2022-01-01 21:10:30;359.84;85.96;nan;nan;nan;nan;45.3;43.8;nan;nan
R23;2022-01-01 21:11:00;3.14;85.80;nan;nan;nan;nan;45.6;44.5;nan;nan
R23;2022-01-01 21:11:30;6.20;85.62;nan;nan;nan;nan;45.2;44.2;nan;nan
R23;2022-01-01 21:12:00;9.03;85.44;nan;nan;nan;nan;45.7;44.7;nan;nan
R23;2022-01-01 21:12:30;11.64;85.24;nan;nan;nan;nan;45.6;44.5;nan;nan
R23;2022-01-01 21:13:00;14.05;85.04;nan;nan;nan;nan;46.3;44.7;nan;nan
R23;2022-01-01 21:13:30;16.27;84.83;nan;nan;nan;nan;46.4;45.1;nan;nan
R23;2022-01-01 21:14:00;18.33;84.61;nan;nan;nan;nan;46.5;45.0;nan;nan
R23;2022-01-01 21:14:30;20.24;84.39;nan;nan;nan;nan;46.2;45.1;nan;nan
R23;2022-01-01 21:15:00;22.01;84.16;nan;nan;nan;nan;46.3;45.0;nan;nan
R23;2022-01-01 21:15:30;23.65;83.93;nan;nan;nan;nan;47.2;45.0;nan;nan
R23;2022-01-01 21:16:00;25.18;83.69;nan;nan;nan;nan;45.9;45.3;nan;nan
R23;2022-01-01 21:16:30;26.61;83.45;nan;nan;nan;nan;46.6;45.5;nan;nan
R23;2022-01-01 21:17:00;27.95;83.21;nan;nan;nan;nan;46.4;45.1;nan;nan
R23;2022-01-01 21:17:30;29.20;82.97;nan;nan;nan;nan;46.6;45.6;nan;nan
R23;2022-01-01 21:18:00;30.38;82.72;nan;nan;nan;nan;46.7;45.8;nan;nan
R23;2022-01-01 21:18:30;31.49;82.47;nan;nan;nan;nan;46.4;45.3;nan;nan
R23;2022-01-01 21:19:00;32.53;82.22;nan;nan;nan;nan;46.5;45.5;nan;nan
R23;2022-01-01 21:19:30;33.52;81.97;nan;nan;nan;nan;47.3;46.2;nan;nan
R23;2022-01-01 21:20:00;34.45;81.71;nan;nan;nan;nan;46.5;45.8;nan;nan
R23;2022-01-01 21:20:30;35.34;81.46;nan;nan;nan;nan;46.3;45.6;nan;nan
R23;2022-01-01 21:21:00;36.18;81.20;nan;nan;nan;nan;46.8;45.5;nan;nan
R23;2022-01-01 21:21:30;36.98;80.94;nan;nan;nan;nan;46.3;45.1;nan;nan
R23;2022-01-01 21:22:00;37.75;80.68;nan;nan;nan;nan;46.7;45.6;nan;nan
R23;2022-01-01 21:22:30;38.48;80.42;nan;nan;nan;nan;47.0;45.3;nan;nan
R23;2022-01-01 21:23:00;39.17;80.16;nan;nan;nan;nan;47.3;45.7;nan;nan
R23;2022-01-01 21:23:30;39.84;79.90;nan;nan;nan;nan;47.2;46.2;nan;nan
R23;2022-01-01 21:24:00;40.48;79.64;nan;nan;nan;nan;47.3;45.8;nan;nan
R23;2022-01-01 21:24:30;41.10;79.38;nan;nan;nan;nan;47.2;45.6;nan;nan
R23;2022-01-01 21:25:00;41.69;79.11;nan;nan;nan;nan;47.6;46.1;nan;nan
R23;2022-01-01 21:25:30;42.26;78.85;nan;nan;nan;nan;47.4;45.6;nan;nan
R23;2022-01-01 21:26:00;42.81;78.59;nan;nan;nan;nan;47.0;45.5;nan;nan
R23;2022-01-01 21:26:30;43.34;78.32;nan;nan;nan;nan;46.3;45.0;nan;nan
R23;2022-01-01 21:27:00;43.85;78.06;nan;nan;nan;nan;46.9;45.3;nan;nan
R23;2022-01-01 21:27:30;44.35;77.79;nan;nan;nan;nan;46.4;45.0;nan;nan
R23;2022-01-01 21:28:00;44.83;77.52;nan;nan;nan;nan;46.3;45.2;nan;nan
R23;2022-01-01 21:28:30;45.29;77.26;nan;nan;nan;nan;46.4;44.7;nan;nan
R23;2022-01-01 21:29:00;45.74;76.99;nan;nan;nan;nan;46.3;46.1;nan;nan
R23;2022-01-01 21:29:30;46.18;76.73;nan;nan;nan;nan;46.7;45.4;nan;nan
R23;2022-01-01 21:30:00;46.61;76.46;nan;nan;nan;nan;46.3;45.5;nan;nan
R23;2022-01-01 21:30:30;47.03;76.19;nan;nan;nan;nan;46.1;45.3;nan;nan
R23;2022-01-01 21:31:00;47.43;75.92;nan;nan;nan;nan;46.2;45.1;nan;nan
R23;2022-01-01 21:31:30;47.82;75.66;nan;nan;nan;nan;46.1;44.7;nan;nan
R23;2022-01-01 21:32:00;48.21;75.39;nan;nan;nan;nan;46.3;45.3;nan;nan
R23;2022-01-01 21:32:30;48.58;75.12;nan;nan;nan;nan;45.8;44.5;nan;nan
R23;2022-01-01 21:33:00;48.95;74.86;nan;nan;nan;nan;45.6;44.3;nan;nan
R23;2022-01-01 21:33:30;49.31;74.59;nan;nan;nan;nan;46.2;44.6;nan;nan
R23;2022-01-01 21:34:00;49.66;74.32;nan;nan;nan;nan;46.3;45.0;nan;nan
R23;2022-01-01 21:34:30;50.01;74.05;nan;nan;nan;nan;46.4;45.1;nan;nan
R23;2022-01-01 21:35:00;50.34;73.79;nan;nan;nan;nan;46.8;46.1;nan;nan
R23;2022-01-01 21:35:30;50.67;73.52;nan;nan;nan;nan;46.4;45.5;nan;nan
R23;2022-01-01 21:36:00;51.00;73.25;nan;nan;nan;nan;47.0;45.8;nan;nan
R23;2022-01-01 21:36:30;51.31;72.98;nan;nan;nan;nan;46.0;45.1;nan;nan
R23;2022-01-01 21:37:00;51.63;72.72;nan;nan;nan;nan;45.8;44.8;nan;nan
R23;2022-01-01 21:37:30;51.93;72.45;nan;nan;nan;nan;45.5;45.2;nan;nan
R23;2022-01-01 21:38:00;52.24;72.18;nan;nan;nan;nan;47.3;45.2;nan;nan
R23;2022-01-01 21:38:30;52.53;71.91;nan;nan;nan;nan;46.4;45.0;nan;nan
R23;2022-01-01 21:39:00;52.82;71.65;nan;nan;nan;nan;46.4;45.0;nan;nan
R23;2022-01-01 21:39:30;53.11;71.38;nan;nan;nan;nan;47.0;45.8;nan;nan
R23;2022-01-01 21:40:00;53.39;71.11;nan;nan;nan;nan;46.4;45.1;nan;nan
R23;2022-01-01 21:40:30;53.67;70.84;nan;nan;nan;nan;46.7;45.8;nan;nan
R23;2022-01-01 21:41:00;53.95;70.58;nan;nan;nan;nan;47.0;45.2;nan;nan
R23;2022-01-01 21:41:30;54.22;70.31;nan;nan;nan;nan;46.4;45.2;nan;nan
R23;2022-01-01 21:42:00;54.49;70.04;nan;nan;nan;nan;47.0;45.1;nan;nan
R23;2022-01-01 21:42:30;54.75;69.78;nan;nan;nan;nan;45.1;44.9;nan;nan
R23;2022-01-01 21:43:00;55.01;69.51;nan;nan;nan;nan;46.2;45.3;nan;nan
R23;2022-01-01 21:43:30;55.27;69.24;nan;nan;nan;nan;45.1;44.9;nan;nan
R23;2022-01-01 21:44:00;55.52;68.98;nan;nan;nan;nan;46.1;45.5;nan;nan
R23;2022-01-01 21:44:30;55.77;68.71;nan;nan;nan;nan;46.6;45.9;nan;nan
R23;2022-01-01 21:45:00;56.02;68.44;nan;nan;nan;nan;45.6;45.8;nan;nan
R23;2022-01-01 21:45:30;56.27;68.18;nan;nan;nan;nan;45.8;45.1;nan;nan
R23;2022-01-01 21:46:00;56.51;67.91;nan;nan;nan;nan;45.8;44.8;nan;nan
R23;2022-01-01 21:46:30;56.75;67.65;nan;nan;nan;nan;45.8;45.4;nan;nan
R23;2022-01-01 21:47:00;56.99;67.38;nan;nan;nan;nan;46.3;45.1;nan;nan
R23;2022-01-01 21:47:30;57.22;67.12;nan;nan;nan;nan;46.5;45.8;nan;nan
R23;2022-01-01 21:48:00;57.46;66.85;nan;nan;nan;nan;46.0;45.8;nan;nan
R23;2022-01-01 21:48:30;57.69;66.59;nan;nan;nan;nan;46.4;45.5;nan;nan
R23;2022-01-01 21:49:00;57.92;66.32;nan;nan;nan;nan;46.2;45.8;nan;nan
R23;2022-01-01 21:49:30;58.14;66.06;nan;nan;nan;nan;47.0;45.7;nan;nan
R23;2022-01-01 21:50:00;58.37;65.79;nan;nan;nan;nan;47.3;45.4;nan;nan
R23;2022-01-01 21:50:30;58.59;65.53;nan;nan;nan;nan;46.7;45.8;nan;nan
R23;2022-01-01 21:51:00;58.81;65.26;nan;nan;nan;nan;46.5;46.3;nan;nan
R23;2022-01-01 21:51:30;59.03;65.00;nan;nan;nan;nan;47.3;46.0;nan;nan
R23;2022-01-01 21:52:00;59.25;64.73;nan;nan;nan;nan;47.3;46.3;nan;nan
R23;2022-01-01 21:52:30;59.46;64.47;nan;nan;nan;nan;48.1;47.3;nan;nan
R23;2022-01-01 21:53:00;59.68;64.21;nan;nan;nan;nan;48.7;47.0;nan;nan
R23;2022-01-01 21:53:30;59.89;63.94;nan;nan;nan;nan;48.7;47.3;nan;nan
R23;2022-01-01 21:54:00;60.10;63.68;nan;nan;nan;nan;48.8;47.9;nan;nan
R23;2022-01-01 21:54:30;60.31;63.42;nan;nan;nan;nan;48.2;46.9;nan;nan
R23;2022-01-01 21:55:00;60.52;63.15;nan;nan;nan;nan;48.4;47.3;nan;nan
R23;2022-01-01 21:55:30;60.73;62.89;nan;nan;nan;nan;48.2;47.3;nan;nan
R23;2022-01-01 21:56:00;60.93;62.63;nan;nan;nan;nan;48.8;47.4;nan;nan
R23;2022-01-01 21:56:30;61.14;62.37;nan;nan;nan;nan;48.8;48.1;nan;nan
R23;2022-01-01 21:57:00;61.34;62.11;nan;nan;nan;nan;49.2;48.6;nan;nan
R23;2022-01-01 21:57:30;61.54;61.84;nan;nan;nan;nan;49.6;48.5;nan;nan
R23;2022-01-01 21:58:00;61.74;61.58;nan;nan;nan;nan;49.2;49.0;nan;nan
R23;2022-01-01 21:58:30;61.94;61.32;nan;nan;nan;nan;49.3;48.0;nan;nan
R23;2022-01-01 21:59:00;62.14;61.06;nan;nan;nan;nan;49.1;48.1;nan;nan
R23;2022-01-01 21:59:30;62.34;60.80;nan;nan;nan;nan;49.9;47.9;nan;nan
R23;2022-01-01 22:00:00;62.53;60.54;nan;nan;nan;nan;49.6;48.5;nan;nan
R23;2022-01-01 22:00:30;62.73;60.28;nan;nan;nan;nan;49.6;48.2;nan;nan
R23;2022-01-01 22:01:00;62.92;60.02;nan;nan;nan;nan;49.6;48.4;nan;nan
R23;2022-01-01 22:01:30;63.12;59.76;nan;nan;nan;nan;49.8;48.3;nan;nan
R23;2022-01-01 22:02:00;63.31;59.50;nan;nan;nan;nan;49.6;48.4;nan;nan
R23;2022-01-01 22:02:30;63.50;59.24;nan;nan;nan;nan;49.1;48.3;nan;nan
R23;2022-01-01 22:03:00;63.69;58.98;nan;nan;nan;nan;49.3;48.5;nan;nan
R23;2022-01-01 22:03:30;63.88;58.72;nan;nan;nan;nan;49.4;48.2;nan;nan
R23;2022-01-01 22:04:00;64.07;58.46;nan;nan;nan;nan;49.3;48.2;nan;nan
R23;2022-01-01 22:04:30;64.26;58.20;nan;nan;nan;nan;49.8;48.8;nan;nan
R23;2022-01-01 22:05:00;64.45;57.94;nan;nan;nan;nan;49.8;48.1;nan;nan
R23;2022-01-01 22:05:30;64.63;57.68;nan;nan;nan;nan;50.0;48.3;nan;nan
R23;2022-01-01 22:06:00;64.82;57.43;nan;nan;nan;nan;50.1;48.3;nan;nan
R23;2022-01-01 22:06:30;65.00;57.17;nan;nan;nan;nan;49.9;48.6;nan;nan
R23;2022-01-01 22:07:00;65.19;56.91;nan;nan;nan;nan;50.5;48.5;nan;nan
R23;2022-01-01 22:07:30;65.37;56.65;nan;nan;nan;nan;50.3;49.2;nan;nan
R23;2022-01-01 22:08:00;65.55;56.39;nan;nan;nan;nan;49.8;48.4;nan;nan
R23;2022-01-01 22:08:30;65.74;56.14;nan;nan;nan;nan;49.8;48.6;nan;nan
R23;2022-01-01 22:09:00;65.92;55.88;nan;nan;nan;nan;50.3;49.0;nan;nan
R23;2022-01-01 22:09:30;66.10;55.62;nan;nan;nan;nan;49.8;49.1;nan;nan
R23;2022-01-01 22:10:00;66.28;55.37;nan;nan;nan;nan;50.5;49.1;nan;nan
R23;2022-01-01 22:10:30;66.46;55.11;nan;nan;nan;nan;50.0;49.0;nan;nan
R23;2022-01-01 22:11:00;66.64;54.86;nan;nan;nan;nan;50.5;49.0;nan;nan
R23;2022-01-01 22:11:30;66.82;54.60;nan;nan;nan;nan;49.8;47.9;nan;nan
R23;2022-01-01 22:12:00;66.99;54.35;nan;nan;nan;nan;49.6;48.2;nan;nan
R23;2022-01-01 22:12:30;67.17;54.09;nan;nan;nan;nan;50.1;48.4;nan;nan
R23;2022-01-01 22:13:00;67.35;53.84;nan;nan;nan;nan;49.9;48.6;nan;nan
R23;2022-01-01 22:13:30;67.53;53.58;nan;nan;nan;nan;50.6;48.8;nan;nan
R23;2022-01-01 22:14:00;67.70;53.33;nan;nan;nan;nan;50.5;49.2;nan;nan
R23;2022-01-01 22:14:30;67.88;53.07;nan;nan;nan;nan;50.2;48.7;nan;nan
R23;2022-01-01 22:15:00;68.05;52.82;nan;nan;nan;nan;50.3;49.0;nan;nan
R23;2022-01-01 22:15:30;68.23;52.56;nan;nan;nan;nan;50.0;49.0;nan;nan
R23;2022-01-01 22:16:00;68.40;52.31;nan;nan;nan;nan;50.0;49.0;nan;nan
R23;2022-01-01 22:16:30;68.57;52.06;nan;nan;nan;nan;50.9;49.3;nan;nan
R23;2022-01-01 22:17:00;68.75;51.80;nan;nan;nan;nan;50.9;49.8;nan;nan
R23;2022-01-01 22:17:30;68.92;51.55;nan;nan;nan;nan;51.1;49.4;nan;nan
R23;2022-01-01 22:18:00;69.09;51.30;nan;nan;nan;nan;51.2;49.9;nan;nan
R23;2022-01-01 22:18:30;69.27;51.05;nan;nan;nan;nan;51.4;49.6;nan;nan
R23;2022-01-01 22:19:00;69.44;50.80;nan;nan;nan;nan;50.9;48.7;nan;nan
R23;2022-01-01 22:19:30;69.61;50.54;nan;nan;nan;nan;50.4;49.7;nan;nan
R23;2022-01-01 22:20:00;69.78;50.29;nan;nan;nan;nan;51.1;49.1;nan;nan
R23;2022-01-01 22:20:30;69.95;50.04;nan;nan;nan;nan;50.7;49.3;nan;nan
R23;2022-01-01 22:21:00;70.12;49.79;nan;nan;nan;nan;51.6;49.5;nan;nan
R23;2022-01-01 22:21:30;70.29;49.54;nan;nan;nan;nan;51.0;49.9;nan;nan
R23;2022-01-01 22:22:00;70.46;49.29;nan;nan;nan;nan;51.4;49.1;nan;nan
R23;2022-01-01 22:22:30;70.63;49.04;nan;nan;nan;nan;50.3;49.3;nan;nan
R23;2022-01-01 22:23:00;70.80;48.79;nan;nan;nan;nan;50.8;48.7;nan;nan
R23;2022-01-01 22:23:30;70.96;48.54;nan;nan;nan;nan;50.7;49.0;nan;nan
R23;2022-01-01 22:24:00;71.13;48.29;nan;nan;nan;nan;51.2;49.7;nan;nan
R23;2022-01-01 22:24:30;71.30;48.04;nan;nan;nan;nan;51.5;49.5;nan;nan
R23;2022-01-01 22:25:00;71.47;47.79;nan;nan;nan;nan;51.0;49.1;nan;nan
R23;2022-01-01 22:25:30;71.63;47.54;nan;nan;nan;nan;50.0;49.1;nan;nan
R23;2022-01-01 22:26:00;71.80;47.29;nan;nan;nan;nan;49.2;48.5;nan;nan
R23;2022-01-01 22:26:30;71.97;47.05;nan;nan;nan;nan;49.9;48.0;nan;nan
R23;2022-01-01 22:27:00;72.13;46.80;nan;nan;nan;nan;49.8;48.9;nan;nan
R23;2022-01-01 22:27:30;72.30;46.55;nan;nan;nan;nan;50.0;49.3;nan;nan
R23;2022-01-01 22:28:00;72.46;46.30;nan;nan;nan;nan;50.8;49.9;nan;nan
R23;2022-01-01 22:28:30;72.63;46.05;nan;nan;nan;nan;50.7;49.1;nan;nan
